,GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 46
1040,URN:CornellLabOfOrnithology:EBIRD:OBS226401526,2020-02-28 21:08:42,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Kitty Miller Rd,L2549936,H,-38.50425,145.17162,2009-12-04,,obsr314930,S16412288,Incidental,P20,EBIRD,,,,,1,,0,1,0,,Observations made around 0750 along the length of the road and the bay at the end of the road,1,
1041,URN:CornellLabOfOrnithology:EBIRD:OBS901804105,2020-04-26 14:43:37,5753,species,Hooded Plover,Thinornis cucullatus,,,5,FY,C4,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Piermont Retreat,L11220279,P,-42.1562579,148.0717736,2009-12-28,09:00:00,obsr925994,S67735319,Historical,P62,EBIRD,,,,,0,,1,1,0,,Highlights only.,3 chicks on beach.,
1042,URN:CornellLabOfOrnithology:EBIRD:OBS229050593,2020-05-09 18:39:27,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Bales Beach,L2543318,H,-35.99505,137.35489000000000,2009-09-08,12:50:00,obsr450230,S16703419,Incidental,P20,EBIRD_AU,120.0,,,1.0,1,,0,1,0,,P/cloudy and cool breeze. Raven seen. Eremaea Birds List 59173 Birdlife Australia Record Form 2003286,,
1043,URN:CornellLabOfOrnithology:EBIRD:OBS859549734,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2009-12-13,,obsr529639,S64075622,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by BnB. Upper beach. Nest failed � reasons unknown.,
1044,URN:CornellLabOfOrnithology:EBIRD:OBS859552842,2020-02-28 22:31:29,5753,species,Hooded Plover,Thinornis cucullatus,,,12,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2009-06-02,,obsr529639,S64076126,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by MBi. Pt Lonsdale. Mixed flock 8+ of mature and imm birds feeding and then flying together. Also some separate prs.,
1045,URN:CornellLabOfOrnithology:EBIRD:OBS859549645,2020-02-28 22:31:26,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Black Rocks,L2548606,H,-38.2860157,144.4201219,2009-06-28,,obsr529639,S64075591,Incidental,P20,EBIRD_AU,,,,3.0,0,,0,1,0,,GFNC records,"Observed by PD, RWd-BLV. To W.",
1046,URN:CornellLabOfOrnithology:EBIRD:OBS228971883,2020-02-28 21:03:57,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Rhyll Inlet,L2041707,H,-38.457789500000000,145.2965498,2009-12-12,,obsr450406,S16676464,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Wesboc outing Eremaea Birds List 53344,Adult with chick,
1047,URN:CornellLabOfOrnithology:EBIRD:OBS859557405,2020-04-14 03:36:04,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Beach Access 40W (Thirteenth Beach),L8149205,P,-38.281555500000000,144.43812170000000,2009-03-30,,obsr529639,S64076842,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by MG. 40W.,
1048,URN:CornellLabOfOrnithology:EBIRD:OBS859552838,2020-02-28 22:31:29,5753,species,Hooded Plover,Thinornis cucullatus,,,9,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2009-04-12,,obsr529639,S64076123,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by RCo. Pt Lonsdale. Incl 4 juvs feeding at W end of lake. Also 13/04/2009.,
1049,URN:CornellLabOfOrnithology:EBIRD:OBS228840062,2020-03-25 20:52:57,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Breamlea Flora and Fauna Reserve--Breamlea Saltmarsh,L2548465,H,-38.288933900000000,144.39863200000000,2009-07-20,12:00:00,obsr450648,S16700699,Incidental,P20,EBIRD_AU,60.0,,,2.0,1,,0,1,0,,Karaaf Wetlands (BFFR) and Pt Impossible. Eremaea Birds List 44436 Birdlife Australia Record Form 2001184,4,
1050,URN:CornellLabOfOrnithology:EBIRD:OBS860190731,2020-02-28 23:05:16,5753,species,Hooded Plover,Thinornis cucullatus,,,2,NB,C4,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,"Thompson Creek Estuary, Point Impossible",L3118536,H,-38.30023,144.37434,2010-11-04,,obsr529639,S64131155,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by JP.  Thompson Ck mouth. Obvious nest scrape in sand; no eggs.,
1051,URN:CornellLabOfOrnithology:EBIRD:OBS120539731,2017-10-20 12:13:02,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,freycinet,L1148175,P,-42.2259751,148.2692528,2010-01-21,,obsr252685,S8378799,Incidental,P20,EBIRD,,,,4.0,0,G269746,0,1,0,,,,
1052,URN:CornellLabOfOrnithology:EBIRD:OBS229298522,2020-04-05 22:25:22,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Lake Tyers Beach,L2531386,H,-37.85859,148.08506,2010-11-29,,obsr450824,S16601131,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 72090,,
1053,URN:CornellLabOfOrnithology:EBIRD:OBS863104166,2020-02-29 01:54:20,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Queenscliffe,AU-VIC-QUE,,,,,Point Lonsdale Foreshore,L5242633,H,-38.2794816,144.6167493,2010-11-13,,obsr515325,S64375461,Historical,P62,EBIRD_AU,,,,3.0,0,,0,1,0,,GFNC records,"Observed by CMo, GL, JMr.  Nest with 3 eggs.",
1054,URN:CornellLabOfOrnithology:EBIRD:OBS592174769,2018-03-26 18:14:17,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Tasmania,AU-TAS,Tasman,AU-TAS-TAS,,,,,Port Arthur,L7084398,P,-43.1455246,147.84953000000000,2010-02-01,,obsr1050637,S43762108,Historical,P62,EBIRD,,,,,0,,0,1,0,,,,
1055,URN:CornellLabOfOrnithology:EBIRD:OBS860184376,2020-04-03 15:31:38,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Apollo Bay,L2123915,P,-38.7529588,143.665123,2010-10-05,,obsr529639,S64130056,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by EWt.,
1056,URN:CornellLabOfOrnithology:EBIRD:OBS96277373,2020-02-22 01:18:27,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Queensland,AU-QLD,Sunshine Coast,AU-QLD-SUN,,,,,Noosa River mouth,L969614,H,-26.3838734,153.07542800000000,2010-08-04,10:00:00,obsr103682,S6720783,Stationary,P21,EBIRD,45.0,,,,1,,0,1,1,,Mega-rarity Hooded Plover (second Queensland record) has been present at this location for about 6 weeks now.  Bird continued on the sand bars off the Noosa Woods carpark in a mixed flock of shorebirds and terns.,,
1057,URN:CornellLabOfOrnithology:EBIRD:OBS229306050,2020-04-06 03:35:08,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Snowy River Mouth,L1175694,H,-37.80190220000000,148.5479128,2010-12-04,,obsr450824,S16662004,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 72726,,
1058,URN:CornellLabOfOrnithology:EBIRD:OBS264223828,2020-03-14 15:50:58,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Woolamai,L922087,H,-38.5515351,145.35092350000000,2010-04-25,,obsr529134,S19144146,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"8 Hooded Plovers (inc 1 juv), 120 Pacific Gulls feasting on hundreds of dead Short-tailed Shearwaters. One beach washed White-faced Storm-Petrel, 3 Little Penguins. Reported by Mark Carey. Sighting 13251, Cape Woolamai Surf Beach.",,
1059,URN:CornellLabOfOrnithology:EBIRD:OBS697166265,2020-02-28 23:30:23,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,"Unknown Sex, Juvenile (1)",Australia,AU,Victoria,AU-VIC,Corangamite,AU-VIC-COR,,,,,Port Campbell National Park--London Bridge,L1121736,H,-38.6236,142.9314,2010-03-19,18:30:00,obsr790068,S51577019,Incidental,P20,EBIRD,,,,1.0,0,,1,1,0,,,,
1060,URN:CornellLabOfOrnithology:EBIRD:OBS265769491,2020-02-17 03:18:29,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,Ulladulla,L2541742,H,-35.35349,150.47012,2010-05-01,,obsr529134,S19280616,Incidental,P20,EBIRD,,,,,0,,0,1,1,,"Seven Hoodies with three D-Banded Plovers & 4 Redcaps were seen this morning on the beach. They had been regularly seen feeding on the rock shelved Nth end section of the beach until this week of heavy seas chased them off.   30+ Royal Spoonbills were spotted resting on the calm waters of Burrill lake making the count difficult owing to the reflections. Reported by Bob Rusk. Sighting 13571, Racecourse Beach. Sth. Ulladulla.",,
1061,URN:CornellLabOfOrnithology:EBIRD:OBS264223491,2020-02-28 23:33:43,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Eumeralla Estuary and Beach,L2548140,H,-38.34,142.05189,2010-05-28,,obsr529134,S19143983,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"River entrance closed at present, Hooded Plover feeding along river edge where it meets sand berm. Plovers nest here, according to Moyne Shire Environment Officer. Brush Bronzewing flushed from Leucopogon / Acacia longifolia soph habitat on trail beside the river from the Yambuk slide carpark. This site was completely destroyed by floods in the 1940s where the river took the shortest route to the sea and removed a whole dune system. Since then coastal processes have rebuilt the dunes and they have naturally revegetated. Reported by Lisette Mill. Sighting 13595, Yambuk Coastal Reserve.",,
1062,URN:CornellLabOfOrnithology:EBIRD:OBS860186836,2020-02-28 22:56:14,5753,species,Hooded Plover,Thinornis cucullatus,,,5,NE,C4,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Collendina,L5890477,P,-38.263730000000000,144.561848,2010-10-28,,obsr529639,S64130505,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,"Observed by BnB.  5W. Collendina. Pr 2. 1st event in 2010/2011 season. Upper beach, base of primary dune. 2 eggs, poss that chicks hatched, but never seen. Failed  ?  high tide (30/11/2010). 2nd event in 2010/2011 season (21/12/2010). Upper beach. 2 eggs. Failed  ?  high tide (27/12/2010). 3rd event in 2010/2011 season (11/01/2011). Upper beach, high on dry sand. 2 eggs, 2 chicks (05/02/2011). Failed  ?  unknown. Beach busy on wk-end of disappearance (28/02/2011).",
1063,URN:CornellLabOfOrnithology:EBIRD:OBS149576698,2020-04-11 03:33:32,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Port Fairy,L1125180,P,-38.381989400000000,142.2311389,2010-11-13,08:30:00,obsr121740,S10528199,Traveling,P22,EBIRD,120.0,3.0,,1.0,1,,0,1,0,,"around town and walk on beach; windy, cloudy, rainy",pictures,
1064,URN:CornellLabOfOrnithology:EBIRD:OBS228997793,2020-02-28 23:32:23,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Killarney Beach,L1121735,H,-38.356545700000000,142.31097220000000,2010-01-05,,obsr440058,S16632387,Historical,P62,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 55450,,
1065,URN:CornellLabOfOrnithology:EBIRD:OBS229033206,2017-10-20 11:03:39,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Waratah/Wynyard,AU-TAS-WAR,,,,,40 50S 145 30E 10' Cell,L2548255,P,-40.91666,145.58333000000000,2010-02-02,,obsr450818,S16671530,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Walked from Sisters Beach to Anniversary Point via Wet Cave, and back along the Inland Track. Beautiful sunny day, left Burnie at about 10:40 and stayed all day at Rocky Cape and Wynyard. As well as those mentioned below, sighted a possible Yellow-throated Honeyeater, Bassian Thrush, European Goldfinch. Eremaea Birds List 56351",2 seen on Anniversary Beach,
1066,URN:CornellLabOfOrnithology:EBIRD:OBS265763787,2020-02-17 00:35:37,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,New South Wales,AU-NSW,Bega Valley,AU-NSW-BEG,,,,,Tura Beach,L2550837,H,-36.8641,149.91685,2010-07-14,,obsr529134,S19280043,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"1 Hooded plover and 2 Red-capped plovers were resting on the beach of Bournda National Park (Tathra-Merimbulla). Reported by Robin de Lange. Sighting 14064, Tura beach.",,
1067,URN:CornellLabOfOrnithology:EBIRD:OBS229181075,2020-02-28 21:03:57,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Rhyll Inlet,L2041707,H,-38.457789500000000,145.2965498,2010-07-04,,obsr450330,S16579408,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Morning Walk Cool and Cloudy Eremaea Birds List 64345,,
1068,URN:CornellLabOfOrnithology:EBIRD:OBS264225356,2020-02-28 23:01:44,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2010-10-10,,obsr529134,S19144759,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"Hooded Plovers seen on S side of Point Roadknight over the weekend. Unfortunately I can't say much for the Anglesea locals' attitude to protecting these birds. With clear signage on the beach of no dogs, no less than 3 off-lead dogs on the N side of the point (right to the end) on Friday night (in 1 hour). Furthermore, on Sunday morning found multiple sets of dog tracks on the S side - where the Hoodies are currently breeding. From the looks of the tracks, the dogs were offlead and chasing something from the rocks down to the shore. Somehow the Hoodies were still there but sure left a bitter taste in the mouth to see such blatant disregard for bird conservation. What a shame. Reported by Jackson Airey. Sighting 15042, Point Roadknight, Anglesea.",,
1069,URN:CornellLabOfOrnithology:EBIRD:OBS370989712,2017-10-20 12:04:37,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Circular Head,AU-TAS-CIR,,,,,Rocky Cape National Park,L2548263,H,-40.89223,145.50945,2010-01-05,08:00:00,obsr446091,S27310539,Historical,P62,EBIRD_AU,,,,2.0,1,G1592501,0,1,0,,with Brett Whitfield,,
1070,URN:CornellLabOfOrnithology:EBIRD:OBS226385420,2020-03-01 06:02:48,5753,species,Hooded Plover,Thinornis cucullatus,,,9,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2010-10-28,09:00:00,obsr352905,S16411111,Incidental,P20,EBIRD,,,,,1,,0,1,0,,With Larry Wakefield - Short-tailed Shearwater (beach washed),,
1071,URN:CornellLabOfOrnithology:EBIRD:OBS229201767,2020-02-28 19:51:01,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,South Gippsland,AU-VIC-SGI,,,,,Cape Liptrap Coastal Park,L2548914,H,-38.78138,145.8744,2010-08-31,,obsr440058,S16652133,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Bear Gully Eremaea Birds List 67231,,
1072,URN:CornellLabOfOrnithology:EBIRD:OBS264224471,2020-02-28 21:12:47,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Cape Woolamai,L922087,H,-38.5515351,145.35092350000000,2010-07-04,,obsr529134,S19144391,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"Sighted on loop walk: Blue winged parrot (one flock of 20+ birds), white-fronted chat (x1), New Holland honeyeater (one flock of 5 birds, 2 singletons), peregrine falcon (x1), Nankeen kestrel (male and female, probably a pair), hooded plover (x1), European goldfinch (one flock of 12+ birds), silvereye (3 flocks of 6-12 birds). Reported by Paul Manley. Sighting 13954, Cape Woolamai, Phillip Island.",,
1073,URN:CornellLabOfOrnithology:EBIRD:OBS860190411,2020-04-13 01:43:07,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Red Rocks Beach,L3158119,H,-38.3964828,144.2429352,2010-10-07,,obsr529639,S64131093,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,Observed by AHn.  SW of Pt Addis.,
1074,URN:CornellLabOfOrnithology:EBIRD:OBS229705273,2020-02-28 21:03:04,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Kilcunda-Harmers Haven Coastal Reserve--Powlett River,L1600040,H,-38.575804300000000,145.51095980000000,2010-11-15,,obsr450653,S16691367,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 100271,,
1075,URN:CornellLabOfOrnithology:EBIRD:OBS289849258,2020-08-04 22:00:06,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,North and South Bruny Island,L3277618,P,-43.2877025,147.3548126,2010-12-09,07:00:00,obsr335875,S21251634,Historical,P62,EBIRD,,,,4.0,1,,0,1,0,,,,
1076,URN:CornellLabOfOrnithology:EBIRD:OBS229013719,2020-06-08 07:15:20,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Break O'Day,AU-TAS-BRE,,,,,Policemans Point,L2548077,H,-41.0633,148.29654,2010-01-29,,obsr450712,S16700819,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,"Time: 12.10 PM to 13.00 PM - windy, clear skies - sunny and warm. Eremaea Birds List 55857",4,
1077,URN:CornellLabOfOrnithology:EBIRD:OBS906254582,2020-05-09 18:17:04,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,South Australia,AU-SA,Kangaroo Island,AU-SA-KAN,,,,,Kangaroo Island,L1007583,P,-35.79999,137.15332,2010-11-24,,obsr1416025,S68056042,Historical,P62,EBIRD,,,,,0,,0,1,0,,"Originally entered in My Birding from HBW Alive (birdlist ID: 1370524). Prepared and uploaded by eBird staff; taxonomy updated and locations reconciled. <br><br>Original My Birding birdlist title: <b>Kangaroo Island (24 Nov 2010)</b>. Original territory and coordinates: Australia (-35.78306, 137.22198). <br /><br /><b>Birdlist Comments: </b>",<b>First Sighting:</b> X (Auto)<br>,
1078,URN:CornellLabOfOrnithology:EBIRD:OBS265733536,2020-02-17 03:19:25,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,"Racecourse Beach, Bawley Point",L2543208,H,-35.53715,150.3921,2010-07-19,,obsr529134,S19276344,Incidental,P20,EBIRD,,,,,0,,0,1,1,,"This morning 11am, 2 Eastern Curlews took to flight on my approach on the rocky shelf at Racecourse Beach.   7 Hooded Plovers with 2 imm and 3 Double -Banded Plovers, one in breeding plumage were sighted there also. Seems to be an wintering spot for the Hoodies. Reported by Bob rusk. Sighting 14113, Racecoure Beach. Ulladulla.",2 immatures,
1079,URN:CornellLabOfOrnithology:EBIRD:OBS860188008,2020-04-04 20:58:28,5753,species,Hooded Plover,Thinornis cucullatus,,,5,NY,C4,,Australia,AU,Victoria,AU-VIC,Corangamite,AU-VIC-COR,,,,,Port Campbell,L2549279,H,-38.6195322,142.99304900000000,2010-03-13,,obsr529639,S64130670,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,GFNC records,"Observed by BnB.  Dog Trap Bay. Upper beach; 3 eggs, 3 chicks, 3 fledglings.",
1080,URN:CornellLabOfOrnithology:EBIRD:OBS207755821,2020-04-12 03:43:35,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,South Gippsland,AU-VIC-SGI,,,,,Wilsons Promontory National Park,L928172,H,-38.9762255,146.3722229,2010-01-23,,obsr348515,S14934713,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,Picnic Bay & Cotters beach,
1081,URN:CornellLabOfOrnithology:EBIRD:OBS230578447,2017-10-23 12:22:07,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,South Australia,AU-SA,Victor Harbor,AU-SA-VIC,,,,,Waitpinga Beach,L2542531,H,-35.6379,138.51038,2010-01-04,,obsr442306,S16672731,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 159609,Two adult and one immature bird observed together,
1082,URN:CornellLabOfOrnithology:EBIRD:OBS420649328,2020-02-17 03:19:24,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,Lake Conjola Nature Reserve,L2542725,H,-35.2670658,150.5080819,2010-09-13,,obsr355452,S30890937,Historical,P62,EBIRD,,,,,1,,0,1,1,,,breeding,
1083,URN:CornellLabOfOrnithology:EBIRD:OBS264222992,2020-04-05 22:25:22,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Lake Tyers Beach,L2531386,H,-37.85859,148.08506,2010-02-06,,obsr529134,S19143857,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"A single Ruddy Turnstone was foraging on the ocean beach close to a pair of Hooded Plover at 10 am. The Turnstone appeared to be immature. Reported by Ken Sherring. Sighting 12413, Lake Tyers, East Gippsland.",,
1084,URN:CornellLabOfOrnithology:EBIRD:OBS264224330,2020-02-28 22:31:28,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2010-04-09,,obsr529134,S19144343,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"At least 25 Flame Robins in scrub/farmland between Lake Vic. and the sea. Presumably just come over from Tasmania. Lake Vic., Hooded (6 mature + 1 juvenile), Double Banded and (many) Red-capped Plovers, plus Red-necked Stints in pre-breeding plumage, Curlew and Sharp-tailed Sandpipers, Black-winged Stilts and other birds Reported by Angus Hartshorn. Sighting 13101, Lake Victoria (Point Lonsdale).",,
1085,URN:CornellLabOfOrnithology:EBIRD:OBS264223963,2020-02-28 22:31:28,5753,species,Hooded Plover,Thinornis cucullatus,,,12,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Lake Victoria,L2548623,H,-38.27322,144.59381000000000,2010-06-18,,obsr529134,S19144192,Incidental,P20,EBIRD,,,,,0,,0,1,0,,"A flock of 12 adult hooded plovers were feeding on the mudflats at the eastern end of the lake this afternoon. Reported by Rod Corinaldi. Sighting 13815, Lake Victoria, Point Lonsdale.",Flock,
1086,URN:CornellLabOfOrnithology:EBIRD:OBS229679787,2020-04-11 03:25:54,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Rutledges Cutting and Saltwater Swamp,L2548123,H,-38.34744,142.37199000000000,2010-04-30,,obsr450653,S16654865,Incidental,P20,EBIRD_AU,,,,,1,,0,1,0,,Eremaea Birds List 99484,,
1087,URN:CornellLabOfOrnithology:EBIRD:OBS528280891,2017-10-20 11:27:44,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Freycinet National Park--Little Richardsons Beach,L4531807,H,-42.124869400000000,148.2956135,2010-12-16,07:57:00,obsr665983,S38860570,Incidental,P20,EBIRD_AU,,,,1.0,0,,1,1,0,,,,
